ID,Test Scenarios,Empty,Items for Pivot Table,Step,Test Data,Expected
US10-10,Duration field — open dropdown and select a duration,,US10 / AC2,"1. Open popup.
2. Click the Duration field.
3. Verify a dropdown list of time slots appears.
4. Select ""60 min"".
5. Verify Duration field shows ""60 min"".",Selected duration: 60 min.,"- Clicking Duration opens a dropdown list of time slot options.
- Selecting ""60 min"" updates the Duration field to 60 min.
- Dropdown closes after selection."
US10-11,"Add note to client — counter at 450 chars, input blocked at 500 chars",,US10 / AC2,"1. Open popup and click ""Add note to client"" button.
2. Verify textbox appears with placeholder ""Add note to client"" and cursor is focused.
3. Type 449 characters — verify no counter shown.
4. Type 1 more character (total 450) — verify character counter appears.
5. Continue typing to reach 500 characters — verify input is blocked at 500.
6. Attempt to type beyond 500 — verify no additional character is accepted.","449-char string, then add 1 char (450), then fill to 500 chars.","- Clicking ""Add note to client"" shows the textbox with placeholder text and focused cursor.
- No counter displayed below 450 characters.
- Counter appears at 450 characters (e.g., ""450/500"").
- Input is blocked at 500 characters; no further characters accepted."
US10-12,"Type field — display active session types, sort/pagination, and search",,US10 / AC2,"1. Open popup and click the Type field.
2. Verify dropdown shows only active session types of the current WS.
3. Verify archived session types are absent.
4. Verify sorting is alphabetical by name.
5. Verify first 20 load; scroll to load next 20.
6. Type a partial session type name (e.g., ""Yoga"") in the search box.
7. Verify filtered results after ~200ms debounce.
8. Clear search; type ""zzznomatch"" — verify empty dropdown with ""No result found."" message.","WS has >20 active session types including one archived type.
Search: ""Yoga"" (matches), ""zzznomatch"" (no match).","- Dropdown shows only active session types (team = WS id, is_archived = false).
- Archived session types do not appear.
- Types are sorted alphabetically.
- First 20 load initially; scrolling loads next 20.
- Each option shows: session type name, Duration, Location type, number of clients (1:1).
- Searching by name filters results after ~200ms debounce.
- No-match search shows ""No result found."" with empty dropdown."
US10-13,"Type field — no session types exist, navigate to Create session type",,US10 / AC2,"1. Open popup on a WS with no active session types.
2. Click the Type field.
3. Verify the no-session-types state is shown.
4. Click the ""Create session type"" CTA button.
5. Verify navigation to Session Type creation page.",WS has no active session types.,"- Dropdown shows text ""No session types yet"".
- ""Create session type"" CTA button is visible.
- Clicking ""Create session type"" navigates coach to Session Type creation page."
US10-14,"Type field — select session type, verify summary section and hidden fields",,US10 / AC2,"1. Open popup and click the Type field.
2. Select a session type with Name, Duration, Location, Address, Location note, and Description filled.
3. Verify dropdown closes.
4. Verify session type summary section is displayed.
5. Verify Name, Duration, Location, Description fields are hidden.
6. Verify Add note to client field is still displayed.","Session type: ""Yoga Pro"", 60 min, In-person, Address: ""123 Main St"", Location note: ""Room 2"", Description: ""Stretch session"".","- Selecting session type closes the dropdown.
- Summary section shows: session type color, name (""Yoga Pro""), duration (60 min), location (In-person), address (""123 Main St""), location note (""Room 2""), description (""Stretch session"").
- Name, Duration, Location, Description fields are hidden from form.
- ""Add note to client"" field remains visible."
US10-15,Type field — clear selected session type returns to Custom mode with data persisted,,US10 / AC2,"1. Open popup, fill in Client, Start Date, Start Time, Add note to client.
2. Select a session type.
3. Click the ""x"" icon to clear the session type.
4. Verify the form returns to Custom mode.
5. Verify Client, Start Date, Start Time, Add note to client data are persisted.","Client: John Doe.
Start Date: March 10, 2026.
Start Time: 9:00 AM.
Note: ""Great session"". Session type to clear: ""Yoga Pro"".","- Clicking ""x"" clears the session type summary section.
- Form returns to Custom mode with Name, Duration, Location, Description fields visible.
- Client, Start Date, Start Time, Add note to client data are preserved."
US10-16,"Type field — hover and click Edit icon on selected session type, apply custom changes",,US10 / AC2,"1. Open popup and select a session type.
2. Hover over the ""Edit"" icon in the session type summary.
3. Verify tooltip text.
4. Click the ""Edit"" icon.
5. Verify the ""Edit [Session type name]"" popup appears with pre-populated fields.
6. Modify Duration to 90 min.
7. Verify ""Apply"" button is enabled.
8. Click ""Apply"".
9. Verify the popup closes and summary section reflects new Duration.","Session type: ""Yoga Pro"". Original duration: 60 min. Updated duration: 90 min.","- Hovering Edit icon shows tooltip ""Change duration, location or description"".
- Clicking Edit opens ""Edit Yoga Pro"" popup with message ""Changes apply to this session only.""
- Session type info is pre-populated.
- Apply button is disabled by default.
- Changing duration to 90 min enables Apply button.
- Clicking Apply closes the edit popup, returns to Book Session popup.
- Summary section shows updated Duration: 90 min."
US10-17,Edit session type popup — Cancel and X icon discard changes,,US10 / AC2,"1. Open popup, select a session type, click the Edit icon.
2. Modify the Location to ""Phone"".
3. Click ""Cancel"" button.
4. Verify edit popup closes and session type info is unchanged.
5. Open Edit popup again, modify Location.
6. Click the ""x"" icon.
7. Verify edit popup closes and session type info is unchanged.","Session type: ""Yoga Pro"". Original location: In-person. Changed to: Phone.","- Clicking Cancel closes the Edit popup.
- Session type info on summary section remains In-person (unchanged).
- Clicking x closes the Edit popup.
- Session type info on summary section remains In-person (unchanged).
- Book Session popup is displayed after both actions."
US10-18,AC2.1 — Session type with In-person location: all fields provided vs missing Address,,US10 / AC2.1,"1. Open popup and select a session type where In-person location has both Address and Description.
2. Verify summary shows Address and Description normally.
3. Select a session type where In-person location has no Address but has Description.
4. Verify ""Add address"" hyperlink appears and Description shows normally.
5. Click ""Add address"".
6. Verify it turns into a text input for address.","Session type A: In-person, Address: ""123 Main St"", Description: ""Stretch"".
Session type B: In-person, no Address, Description: ""Stretch"".","- Session type A: Address and Description displayed as usual.
- Session type B: ""Add address"" hyperlink visible, Description displayed normally.
- Clicking ""Add address"" replaces it with a text input field for address entry."
US10-19,AC2.1 — Session type with In-person location: missing Description shows Add description link,,US10 / AC2.1,"1. Open popup and select a session type where In-person location has no Description.
2. Verify ""Add description"" hyperlink appears.
3. Click ""Add description"".
4. Verify a text input for description opens.","Session type: In-person, Address: ""123 Main St"", no Description.","- ""Add description"" hyperlink is displayed.
- Clicking ""Add description"" opens a text input for description entry."
US10-20,"Book validation — submit with required fields empty, inline error messages",,US10 / AC3,"1. Open ""Book a session"" popup.
2. Leave Client, Name, Duration, Location fields empty.
3. Click ""Book Session"".
4. Verify validation errors are shown.",All required fields left empty.,"- System highlights all empty required fields (Client, Start Date, Start Time, Name, Duration, Location).
- Inline error messages are displayed under each required empty field.
- Popup remains open; session is not created."
US10-21,Book session — future session with no overlap: success flow,,US10 / AC3,"1. Open popup and fill in all required fields with a future date/time.
2. Click ""Book Session"".
3. Verify no overlap confirmation popup appears.
4. Verify session is saved and calendar updated.","Client: John Doe.
Start Date: tomorrow, Start Time: 10:00 AM.
Name: ""Morning Run"", Duration: 30 min, Location: In-person.","- No ""Session Overlap"" popup appears.
- ""Book a session"" popup closes.
- Toast message ""The session has been added"" / ""Session has been scheduled."" is displayed.
- New session block renders on the calendar at the correct time slot.
- Calendar navigates to the date of the new session if it's in a different week/view."
US10-22,Book session — future session with overlap detected and Book Anyway,,US10 / AC3,"1. Open popup with a time that overlaps an existing non-canceled session.
2. Fill all required fields and click ""Book Session"".
3. Verify ""Session Overlap"" popup appears.
4. Verify description text and actions.
5. Click ""Book Anyway"".
6. Verify session is saved.","Overlapping session exists from 10:00 AM–10:30 AM.
New session: 10:00 AM–10:30 AM.","- ""Session Overlap"" popup appears with title ""Session Overlap"".
- Description: ""You already have another session during this time. Are you sure you want to book this session anyway?""
- Two actions: ""Cancel"" and ""Book Anyway"" (focused).
- Clicking ""Book Anyway"" saves the session, closes popup, shows success toast, renders session on calendar."
US10-23,Book session — overlap popup: Cancel/X dismisses and returns with data persisted,,US10 / AC3,"1. Trigger overlap popup as in US10-22.
2. Click ""Cancel"" button.
3. Verify confirmation modal closes and Book a session popup returns.
4. Verify all inputted data is retained.
5. Trigger overlap popup again.
6. Click the ""x"" icon on the overlap popup.
7. Verify same behavior.",Same as US10-22 overlap scenario.,"- Clicking Cancel closes the Session Overlap popup.
- Book a session popup is restored with all data intact.
- Clicking x icon closes the Session Overlap popup.
- Book a session popup is restored with all data intact."
US10-24,"Book session — past date/time: skip overlap, show Past date confirmation popup",,US10 / AC3,"1. Open popup and fill in all fields with a past date and time (end time < current time).
2. Click ""Book Session"".
3. Verify no overlap check is triggered.
4. Verify ""Session Date Is In the Past"" popup appears.
5. Verify popup text and actions.
6. Click ""Book Anyway"".
7. Verify session is saved as Completed.","Start Date: January 1, 2025, Start Time: 9:00 AM, Duration: 30 min (end time is in the past).","- No overlap check triggered for past sessions.
- ""Session Date Is In the Past"" popup appears.
- Message: ""You selected a Date and time that is in the past. This session will be saved as Completed. No client communication will be sent. Are you sure you want to book this session anyway?""
- Two actions: ""Cancel"" and ""Book Anyway"" (focused).
- Clicking ""Book Anyway"" saves session, closes popup, shows success toast."
US10-25,Book session — past date popup: Cancel/X returns with data persisted,,US10 / AC3,"1. Trigger Past date popup as in US10-24.
2. Click ""Cancel"".
3. Verify confirmation modal closes and Book a session popup is restored with data intact.
4. Trigger Past date popup again, click ""x"" icon.
5. Verify same behavior.",Same as US10-24 past session scenario.,"- Clicking Cancel closes the Past date popup.
- Book a session popup is restored with all inputted data preserved.
- Clicking x icon produces the same behavior."
US10-26,Book session — API failure: popup stays open with data persisted and retry enabled,,US10 / AC3,"1. Open popup, fill in all required fields with a future date.
2. Simulate API failure (e.g., network error or 500 response).
3. Click ""Book Session"".
4. Verify error handling behavior.",Simulated API failure on session creation.,"- ""Book a session"" popup remains open.
- All coach's input data is preserved on the popup.
- ""Book Session"" CTA remains enabled for retry.
- Toast message ""Failed to add a session. Please try again"" is displayed."
US10-27,Cancel/close with no changes — popup closes immediately,,US10 / AC4,"1. Open ""Book a session"" popup.
2. Do NOT input any data.
3. Click the ""Cancel"" button.
4. Verify popup closes without a discard confirmation.",No data entered.,"- Clicking Cancel with no data entered closes the popup immediately.
- No discard confirmation dialog appears."
US10-28,Cancel/close with unsaved changes — Discard confirmation shown and discard confirmed,,US10 / AC4,"1. Open ""Book a session"" popup.
2. Enter data into at least one field (e.g., select a Client).
3. Click the ""Cancel"" button.
4. Verify discard confirmation dialog appears.
5. Click the confirm discard action.
6. Verify popup closes and data is discarded.",Client: John Doe entered.,"- Clicking Cancel with unsaved data shows a discard confirmation dialog.
- Confirming discard closes the popup and discards all entered data."
US10-29,Cancel/close with unsaved changes — choose to Stay keeps popup open with data,,US10 / AC4,"1. Open ""Book a session"" popup and enter data (e.g., Client and Start Time).
2. Click the ""x"" close icon.
3. Verify discard confirmation dialog appears.
4. Click the action to stay/keep editing.
5. Verify popup stays open and data is preserved.","Client: John Doe, Start Time: 9:00 AM entered.","- Clicking x icon with unsaved data shows a discard confirmation dialog.
- Choosing to stay/keep editing closes the dialog and keeps the popup open.
- All previously entered data is preserved."
,"US11. As a coach, I can view the sessions on my calendar so that I can manage it",,,,,
US11-1,Calendar page entry point — sessions displayed in current calendar view,,US11 / AC1,"1. Navigate to the Calendar page with Booking feature enabled.
2. Observe the calendar view.
3. Verify sessions from the current WS are displayed.
4. Switch between Day, Week, and Month views.
5. Verify sessions render according to each view.",WS with existing sessions. Start on Week view.,"- Calendar page shows the calendar with all sessions from the WS.
- Sessions render according to the selected view (Day/Week/Month).
- Switching views updates session rendering appropriately."
US11-2,Empty state — no sessions in selected date range,,US11 / AC2,"1. Navigate to a date range with no sessions (e.g., far future date).
2. Observe the calendar.
3. Verify empty state behavior.","Date range with no sessions (e.g., December 2030).","- Empty calendar grid is displayed with no session cards or popovers.
- Calendar navigation and view-switching remain fully functional."
US11-3,"Day view — session block height and content display by duration (≤15min, ≤45min, 46-59min, ≥60min)",,US11 / AC3,"1. Navigate to Day view with sessions of durations: 10 min, 30 min, 50 min, 90 min.
2. Verify block height for the 10-min session.
3. Verify content display (1 line: client name, start time, session name) for 10-min session.
4. Verify block height for 30-min session and content (1 line).
5. Verify block height for 50-min session and content (2 lines: line 1 = client + start time; line 2 = session name).
6. Verify block height for 90-min session and content (3 lines: line 1 = client; line 2 = start–end time; line 3 = session name).","Sessions: 10 min (fixed 1/4 slot height), 30 min (1/2 slot), 50 min (50/60 slot), 90 min (1.5 slots).","- 10-min session: block = 1/4 of 1-hour slot, 1 line (client name, start time, session name).
- 30-min session: block = 1/2 slot, 1 line display.
- 50-min session: block = 50/60 slot, 2-line display (client + time on line 1, session name on line 2).
- 90-min session: block = 1.5 slots, 3-line display (client; start–end time; session name).
- Long content is truncated within the block."
US11-4,Day view — session time display format (same am/pm vs different am/pm),,US11 / AC3,"1. In Day view, open a ≥60 min session where Start and End time share the same am/pm (e.g., 10:00 AM–11:30 AM).
2. Verify time display format.
3. View a ≥60 min session where Start and End time are NOT in the same am/pm or cross midnight (e.g., 11:00 PM–1:00 AM).
4. Verify time display format.","Session A: 10:00 AM–11:30 AM (same am/pm).
Session B: 11:00 PM–1:00 AM next day (different).","- Session A: Line 2 shows ""10:00 AM – 11:30 AM"" (both am/pm displayed).
- Session B: Line 2 shows only the end am/pm (e.g., ""11:00 PM – 1:00 AM"")."
US11-5,"Day view — session color: session type color vs custom session color, past vs upcoming distinction",,US11 / AC3,"1. Navigate to Day view with a session tied to a session type and a custom session.
2. Verify the session-type session uses the session type's color.
3. Verify the custom session uses the color selected during creation.
4. Verify past sessions (end_time < current_time) are visually distinct from upcoming/ongoing sessions.
5. Hover over and select sessions to check hover and selected states.","Session type color: blue. Custom session color: green.
Past session: ended yesterday. Upcoming session: tomorrow.","- Session tied to type displays the session type's color.
- Custom session displays the color chosen during creation.
- Past sessions are visually distinct from current/upcoming sessions.
- Hover state and selected state distinguish past vs current sessions."
US11-6,Day view — canceled session visual indicators (Early cancel vs Late cancel),,US11 / AC3,"1. Navigate to Day view with an Early Canceled session and a Late Canceled session.
2. Verify Early Canceled session visual styling.
3. Verify Late Canceled session visual styling.","Session A: Early Canceled.
Session B: Late Canceled.","- Early Canceled session: dashed border, client name shown with strikethrough.
- Late Canceled session: dashed border, ""i"" icon visible, client name shown with strikethrough."
US11-7,Day view — horizontal stacking and dynamic width for overlapping sessions,,US11 / AC3,"1. Navigate to Day view with 2 fully overlapping sessions (same start/end time).
2. Verify sessions are displayed side by side.
3. Verify each session's width is reduced proportionally.
4. Add a 3rd partially overlapping session.
5. Verify all 3 are stacked horizontally and width adjusts.
6. Verify sort order: earlier start time on left; same start time → longer duration on left; same start+duration → older created_at on left.","Session A: 10:00 AM–11:00 AM, created first.
Session B: 10:00 AM–11:00 AM, created second.
Session C: 10:15 AM–10:45 AM.","- Session A and B display side by side with each at ~50% width.
- Session C is stacked horizontally with A and B; all widths adjust proportionally.
- Sort order: A (left), B (middle), C (right) based on start time/duration/created_at.
- Sessions shift left to fill vacant slots."
US11-8,"Week view — sessions across 7 day columns, overlapping sessions stacked, cross-day session split",,US11 / AC3,"1. Navigate to Week view.
2. Verify sessions are displayed across their respective day columns.
3. Verify overlapping sessions within same day are stacked.
4. Verify sessions are sorted by start time ascending (same start time → by created time).
5. Check a cross-day session (e.g., 11:00 PM Jan 30 – 1:00 AM Feb 1).
6. Verify it appears on Jan 30 from 11 PM to midnight and on Feb 1 from midnight to 1 AM.","Cross-day session: Jan 30 11:00 PM – Feb 1 1:00 AM.
Overlapping sessions on the same day.","- Sessions appear in correct day columns.
- Overlapping sessions are stacked horizontally within the same time range.
- Sessions sorted by start time ascending (same start → by created time).
- Cross-day session appears on Jan 30 from 11:00 PM–12:00 AM and on Feb 1 from 12:00 AM–1:00 AM.
- Multi-day/all-day sessions displayed at the top of the calendar area."
US11-9,"Month view — condensed session display, N more indicator and popover",,US11 / AC3,"1. Navigate to Month view with a date cell that has more sessions than the visible limit.
2. Verify sessions are shown condensed (start time, client name).
3. Verify a ""[N] more"" indicator appears.
4. Click the ""[N] more"" indicator.
5. Verify the popover opens listing all sessions for that date.
6. Verify popover max height is 292px and is scrollable.
7. Verify sessions in popover are sorted by start time (same start → by created time).
8. Click a session in the popover.
9. Verify session detail popup opens.
10. Click outside the popover.
11. Verify popover closes.",Date with 6+ sessions exceeding the visible limit.,"- Month view cells show condensed session items: start time, client name.
- ""[N] more"" indicator shown when sessions exceed visible limit.
- Clicking ""[N] more"" opens a popover with all sessions for that date.
- Popover max height: 292px, scrollable.
- Sessions sorted by start time ascending (same start → by created time).
- Clicking a session in popover opens session detail popup.
- Clicking outside popover closes it."
US11-10,"Month view — session color, past vs upcoming distinction, multi-day sessions",,US11 / AC3,"1. Navigate to Month view.
2. Verify session-type sessions use the session type color.
3. Verify custom sessions use the color chosen at creation.
4. Verify past sessions (end_time < current_time) are visually distinct from upcoming sessions.
5. Check a multi-day session — verify it is displayed across all days it spans.","Session type color: blue. Custom session color: green.
Multi-day session: March 10–March 12.","- Session-type sessions display session type color.
- Custom sessions display creation color.
- Past sessions visually distinct from current/upcoming.
- Multi-day session appears across March 10, 11, and 12 on the calendar."
US11-11,"Session detail popover — open from calendar, verify all fields displayed",,US11 / AC4,"1. Navigate to Calendar page (any view).
2. Click on a session block.
3. Verify the session detail popover opens.
4. Verify all defined fields are present in the popover.
5. Verify long notes/description are handled (no overflow).","Session with: status Scheduled, name ""Morning Run"", client John Doe, date March 10 2026, start 9:00 AM, duration 60 min, location In-person, address ""123 Main St"", location note ""Room 2"", description ""Stretch session"", note to client ""Bring water"", trainer Owner.","- Session detail popover opens.
- Displays: Session status (Scheduled), session name, client name, client avatar, date, start–end time, duration, location type, address, location note, description, note to client, trainer name and avatar.
- Start–end time format: if same day and same am/pm → show am/pm for both; if cross-day → show as date-end time.
- Long notes and description display without breaking the popover layout."
US11-12,"Session detail popover — quick action icons: Edit, Cancel (Delete), and X",,US11 / AC4,"1. Click on a session to open the detail popover.
2. Hover over the Edit icon.
3. Verify tooltip ""Edit session"" appears.
4. Hover over the Delete icon.
5. Verify tooltip ""Cancel session"" appears.
6. Hover over the ""x"" icon.
7. Verify no hover state/tooltip.
8. Click the ""x"" icon.
9. Verify the popover closes.",Any existing scheduled session.,"- Edit icon hover: tooltip ""Edit session"" appears.
- Delete icon hover: tooltip ""Cancel session"" appears.
- x icon: no hover state, no tooltip.
- Clicking x closes the session detail popover."
